"exerciseId","name","equipments","bodyParts","exerciseType","targetMuscles","secondaryMuscles","keywords","overview","instructions","exerciseTips","variations","relatedExerciseIds","source"
"ZL3m2G3","Overhead Cable Tricep Extension","[]","[""Arms""]","weight_reps","[""Triceps""]","[]","[]","Use rope handle with your back against the cable machine. Straighten your arms until they are filly extended and reverse the motion resisting on the negative.","[""Use rope handle with your back against the cable machine. Straighten your arms until they are filly extended and reverse the motion resisting on the negative.""]","[]","[]","[]","wger"
"Rl9oI15","Lateral Walk","[]","[""Back""]","weight_reps","[""Glutes""]","[]","[]","Lateral walks, also known as side steps or squat walks, are a type of exercise where you move sideways in a squatting position. They can be performed with or without resistance bands. These exercises strengthen the hip abductors, glutes, and other stabilizing muscles.","[""Lateral walks, also known as side steps or squat walks, are a type of exercise where you move sideways in a squatting position. They can be performed with or without resistance bands. These exercises strengthen the hip abductors, glutes, and other stabilizing muscles.""]","[]","[]","[]","wger"
"EgDiwMX","Leg Press Toe Press","[]","[""Legs""]","weight_reps","[""Calves""]","[]","[]","Move the leg press&nbsp;using your calves by placing your feet at the bottom of the platform.","[""Move the leg press&nbsp;using your calves by placing your feet at the bottom of the platform.""]","[]","[]","[]","wger"
"J06h7Bl","Handstand","[]","[""Shoulders""]","weight_reps","[""Shoulders""]","[]","[]","Handstand free standing by pressing arms into the ground and contracting core and glutes","[""Handstand free standing by pressing arms into the ground and contracting core and glutes""]","[]","[]","[]","wger"
"W9MK0bD","Cable Fly Lower Chest","[]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","Execution Start position: Arms extended out to your sides in a “Y” shape. Feel a stretch in your chest (slight bend in elbows — don’t lock them). Movement: Bring your hands&nbsp; downward and together &nbsp;in front of your&nbsp; lower chest or upper abs , in a smooth arc motion. Squeeze your chest ","[""Execution Start position: Arms extended out to your sides in a \u201cY\u201d shape. Feel a stretch in your chest (slight bend in elbows \u2014 don\u2019t lock them). Movement: Bring your hands&nbsp; downward and together &nbsp;in front of your&nbsp; lower chest or upper abs , in a smooth arc motion. Squeeze your chest &nbsp;hard at the bottom for 1\u20132 seconds. Return: Slowly raise your arms back up along the same path until you feel a good stretch in your chest. Maintain control \u2014 don\u2019t let the weights pull you back too quickly.""]","[]","[]","[]","wger"
"iMvpzZK","Incline Smith Press","[""Incline bench""]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","Execution Start position: Unrack the bar and hold it above your upper chest with arms fully extended. Keep your shoulder blades&nbsp; retracted and pressed into the bench . Lowering phase (eccentric): Slowly bring the bar down to just below your collarbone or upper chest. Maintain control — don’t bo","[""Execution Start position: Unrack the bar and hold it above your upper chest with arms fully extended. Keep your shoulder blades&nbsp; retracted and pressed into the bench . Lowering phase (eccentric): Slowly bring the bar down to just below your collarbone or upper chest. Maintain control \u2014 don\u2019t bounce the bar. Pressing phase (concentric): Push the bar upward in a straight line until your arms are fully extended. Focus on&nbsp; squeezing your upper chest &nbsp;at the top. Lock and repeat: Complete your reps, then safely rack the bar back into the hooks.""]","[]","[]","[]","wger"
"uoZcYui","Overhead Triceps Extension","[""SZ-Bar""]","[""Arms""]","weight_reps","[""Trapezius""]","[]","[]","Overhead Triceps Extension with EZ Bar – Quick Guide The overhead position emphasizes the long head of the triceps (because it's stretched under load), the exercise does engage all three triceps heads (long, lateral, and medial) to some degree during extension. Setup : Sit on a bench (or stand) and ","[""Overhead Triceps Extension with EZ Bar \u2013 Quick Guide The overhead position emphasizes the long head of the triceps (because it's stretched under load), the exercise does engage all three triceps heads (long, lateral, and medial) to some degree during extension. Setup : Sit on a bench (or stand) and hold an EZ bar with a narrow, overhand grip. Lift the bar overhead, arms fully extended. Keep your core tight and elbows close to your head. Execution : Slowly lower the bar behind your head by bending your elbows until they reach ~90\u00b0. Keep elbows pointed forward (not flaring out). Finish : Extend your arms back up to the starting position, squeezing your triceps at the top. Tips : Control the movement to avoid straining your shoulders. Use a moderate weight for full range of motion. Keep your back straight and avoid arching.""]","[]","[]","[]","wger"
"DauMmrO","Incline Static Hold","[""Dumbbell""]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","Execution Hold Position: Lower the dumbbells&nbsp; a few inches above your chest &nbsp;— about the&nbsp; midpoint &nbsp;of a normal incline press. This is where your upper chest is under maximum tension. Static Hold: Hold the position for&nbsp; 20–45 seconds &nbsp;while keeping the chest tight. Brea","[""Execution Hold Position: Lower the dumbbells&nbsp; a few inches above your chest &nbsp;\u2014 about the&nbsp; midpoint &nbsp;of a normal incline press. This is where your upper chest is under maximum tension. Static Hold: Hold the position for&nbsp; 20\u201345 seconds &nbsp;while keeping the chest tight. Breathe slowly but stay tense \u2014&nbsp; do not relax your chest or shoulders . End the set: After the hold, carefully bring the dumbbells down and rest.""]","[]","[]","[]","wger"
"oCqrjDn","Pendular hack","[]","[""Legs""]","weight_reps","[]","[]","[]","Pendulum hack, made on a pendulum machine","[""Pendulum hack, made on a pendulum machine""]","[]","[]","[]","wger"
"sDiXBjG","Flat Machine Press","[""Bench""]","[""Chest""]","weight_reps","[""Chest""]","[]","[]","Execution Start position: Elbows bent at roughly 90°, hands just outside your chest. Keep wrists straight and aligned with your forearms. Pressing phase (concentric): Push the handles forward until your arms are&nbsp; almost fully extended &nbsp;— don’t lock out. Focus on&nbsp; squeezing your chest ","[""Execution Start position: Elbows bent at roughly 90\u00b0, hands just outside your chest. Keep wrists straight and aligned with your forearms. Pressing phase (concentric): Push the handles forward until your arms are&nbsp; almost fully extended &nbsp;\u2014 don\u2019t lock out. Focus on&nbsp; squeezing your chest &nbsp;at the end of the movement. Returning phase (eccentric): Slowly bring the handles back toward your chest, feeling the&nbsp; stretch in your pecs . Maintain tension \u2014 don\u2019t let the weight stack touch down between reps.""]","[]","[]","[]","wger"
"uIZBu4N","Sled Push","[]","[""Cardio""]","cardio","[""Calves"", ""Glutes"", ""Quads""]","[""Shoulders"", ""Hamstrings"", ""Triceps""]","[]","Load the sled with 25% of your maximum load. If you don’t know this, choose a weight you can push for 10 minutes with short breaks. Beginners may choose to push the sled with no weight. Stand behind the sled and grab the poles with a high-grip hand position. Engage your core muscles and start pushin","[""Load the sled with 25% of your maximum load. If you don\u2019t know this, choose a weight you can push for 10 minutes with short breaks. Beginners may choose to push the sled with no weight. Stand behind the sled and grab the poles with a high-grip hand position. Engage your core muscles and start pushing the sled forward as fast as you can, powering through your entire leg. Extend your hips and knees as you move the sled forward. Your foot stance should resemble your natural running position.""]","[]","[]","[]","wger"
"MLLxOw0","Battle Ropes","[]","[""Cardio""]","cardio","[""Hamstrings"", ""Glutes"", ""Lats"", ""Obliquus externus abdominis"", ""Quads"", ""Abs""]","[""Shoulders"", ""Biceps"", ""Chest"", ""Trapezius"", ""Triceps""]","[]","Hold the ends of the rope at arm's length in front of your hips with your hands shoulder-width apart.&nbsp; Brace your core and begin alternately raising and lowering each arm explosively.&nbsp; Keep alternating arms for three to four sets of 1 to 2 minutes.","[""Hold the ends of the rope at arm's length in front of your hips with your hands shoulder-width apart.&nbsp; Brace your core and begin alternately raising and lowering each arm explosively.&nbsp; Keep alternating arms for three to four sets of 1 to 2 minutes.""]","[]","[]","[]","wger"
"2XAf8Yo","Ball Slams","[]","[""Cardio""]","cardio","[""Lats"", ""Obliquus externus abdominis"", ""Abs""]","[""Shoulders"", ""Glutes""]","[]","Stand with your feet about shoulder-width apart, your knees and hips slightly bent, holding the ball in both hands at chest height. Engage your core, and keep a good posture. Extend your knees and drive your hips forward while simultaneously lifting the ball. Aim for being as tall as possible, the b","[""Stand with your feet about shoulder-width apart, your knees and hips slightly bent, holding the ball in both hands at chest height. Engage your core, and keep a good posture. Extend your knees and drive your hips forward while simultaneously lifting the ball. Aim for being as tall as possible, the ball overhead, arms up, hips slightly forward, and on your toes from the force of your drive. Use your core and arms to slam the medicine ball straight down between your feet with as much force as possible. Press your hips back and bend your knees to further power the slam. Exhale as you slam the ball down. Squat down to pick up the ball from the floor, then immediately move into the next slam by repeating the movement. Repeat for reps or time.""]","[]","[]","[]","wger"
"x6CSTEc","Ski Machine","[]","[""Cardio""]","cardio","[""Calves"", ""Lats"", ""Trapezius"", ""Triceps""]","[""Hamstrings"", ""Glutes"", ""Quads"", ""Abs""]","[]","Start standing on the platform with your feet hip-width apart. Reach overhead to grip the handles with your palms facing in. Soften your knees, then simultaneously drive your butt back as if you're closing a door behind you while pulling your arms straight down past your hips until your hands pass b","[""Start standing on the platform with your feet hip-width apart. Reach overhead to grip the handles with your palms facing in. Soften your knees, then simultaneously drive your butt back as if you're closing a door behind you while pulling your arms straight down past your hips until your hands pass by the side of your knees. Next, bring your arms back overhead while thrusting your hips forward until you're standing with your arms fully extended. Repeat for reps, time or distance.""]","[]","[]","[]","wger"
"t1n0r4s","Pendulum Squat","[""none (bodyweight exercise)""]","[""Legs""]","bodyweight","[""Quads""]","[""Hamstrings"", ""Glutes""]","[]","Place your feet in the middle of the plate at about shoulder width. Tense your torso. Keep your neck relaxed.","[""Place your feet in the middle of the plate at about shoulder width. Tense your torso. Keep your neck relaxed.""]","[]","[]","[]","wger"
"vrDqf8H","Glute Drive","[]","[""Legs""]","weight_reps","[""Glutes""]","[""Hamstrings"", ""Quads""]","[]","Lie down on the back pad and strap yourself in with the waistband. Position yout feet&nbsp;shoulder-length apart. They should be slightly splayed.","[""Lie down on the back pad and strap yourself in with the waistband. Position yout feet&nbsp;shoulder-length apart. They should be slightly splayed.""]","[]","[]","[]","wger"
"7Z4y1mM","Toes to bar","[""Pull-up bar""]","[""Abs""]","weight_reps","[]","[]","[]","The name ""Toes to Bar"" says it all: This exercise, in which you hang from a pull-up bar, involves bringing your toes toward the bar, pointing toward your face. This really works your abdominal muscles. ""Toes to Bar"" is popular in functional fitness programs like Freeletics and CrossFit, and is an ef","[""The name \""Toes to Bar\"" says it all: This exercise, in which you hang from a pull-up bar, involves bringing your toes toward the bar, pointing toward your face. This really works your abdominal muscles. \""Toes to Bar\"" is popular in functional fitness programs like Freeletics and CrossFit, and is an effective exercise for six-pack training.""]","[]","[]","[]","wger"
"pEYQKdc","Lying Dumbbell Curls","[""Bench"", ""Dumbbell""]","[""Arms""]","weight_reps","[""Biceps""]","[]","[]","Take a dumbbell in each hand and lie backwards on a bench, similar to a classic chest press. Let your arms hang down at your sides, with the dumbbells possibly touching the floor. Now start to lift the dumbbells upwards until your forearms are perpendicular to the ceiling. Slowly lower the dumbbells","[""Take a dumbbell in each hand and lie backwards on a bench, similar to a classic chest press. Let your arms hang down at your sides, with the dumbbells possibly touching the floor. Now start to lift the dumbbells upwards until your forearms are perpendicular to the ceiling. Slowly lower the dumbbells until they almost touch the floor again. Keep your ellbows in place to minimize cheating.""]","[]","[]","[]","wger"
"0fqYuHG","Cable Curls","[""none (bodyweight exercise)""]","[""Arms""]","bodyweight","[""Biceps""]","[]","[]","Bicep Curls using cables. Can be seated or standing","[""Bicep Curls using cables. Can be seated or standing""]","[]","[]","[]","wger"
"0KGIZWk","Pull-Ups (Wide Grip)","[""Pull-up bar"", ""none (bodyweight exercise)""]","[""Back""]","bodyweight","[""Lats""]","[""Biceps""]","[]","Execution Pulling phase (concentric): Drive your&nbsp; elbows down and slightly back , pulling your chest&nbsp; toward the bar . Focus on leading with your&nbsp; chest , not your chin. Keep your&nbsp; shoulders depressed &nbsp;(avoid shrugging). Top position: Chin should clear the bar (or at least r","[""Execution Pulling phase (concentric): Drive your&nbsp; elbows down and slightly back , pulling your chest&nbsp; toward the bar . Focus on leading with your&nbsp; chest , not your chin. Keep your&nbsp; shoulders depressed &nbsp;(avoid shrugging). Top position: Chin should clear the bar (or at least reach bar level). Pause for a brief&nbsp; squeeze in your lats ."", ""The Pull-Up is a bodyweight exercise that builds strength in your back, shoulders, and biceps. It can be difficult at first, but you can make it easier by using bands or an assisted machine. Instructions Grab the bar: Place your hands on the bar with your palms facing away from you. Get ready: Take a breath and tighten your stomach muscles. Pull up: Pull your body up until your chest reaches the bar. Think about driving your elbows down. Lower down: Slowly lower yourself back to the starting position.""]","[]","[]","[]","wger,musclewiki"
"tG6jJis","Barbell Row (Overhand)","[""Barbell""]","[""Back""]","weight_reps","[""Lats""]","[]","[]","Execution Starting position: Hold the barbell with arms fully extended toward the floor. Maintain tension in your lats and back muscles.","[""Execution Starting position: Hold the barbell with arms fully extended toward the floor. Maintain tension in your lats and back muscles.""]","[]","[]","[]","wger"
"7Tp4n34","Barbell Row (Underhand)","[""Barbell""]","[""Back""]","weight_reps","[""Lats""]","[]","[]","Execution Starting position: Hold the barbell with arms fully extended toward the floor. Maintain tension in your lats and back muscles.","[""Execution Starting position: Hold the barbell with arms fully extended toward the floor. Maintain tension in your lats and back muscles.""]","[]","[]","[]","wger"
"8kN3pKT","lying bicep curl","[""Bench"", ""Dumbbell""]","[""Arms""]","weight_reps","[""Biceps""]","[]","[]","RP fitness bicept curle variant to get a good streach on bicept","[""RP fitness bicept curle variant to get a good streach on bicept""]","[]","[]","[]","wger"
"shBH8C6","Delt Stretch","[]","[""Shoulders""]","weight_reps","[""Shoulders""]","[]","[]","Stretch your deltoids for a certain period of time.","[""Stretch your deltoids for a certain period of time.""]","[]","[]","[]","wger"
"VJkYd73","Pull-up Isometric Hold","[""Pull-up bar""]","[""Back""]","weight_reps","[""Biceps"", ""Lats"", ""Trapezius""]","[]","[]","Hold the pull-up movement in any position","[""Hold the pull-up movement in any position""]","[]","[]","[]","wger"
"iXdVECb","Barbell Romanian Deadlift (RDL)","[""Barbell""]","[""Back""]","weight_reps","[""Lats""]","[]","[]","Execution Hinge at the hips: Push your&nbsp; hips backward , keeping a slight bend in the knees (soft knees). Lower the barbell&nbsp; along the front of your thighs/shins &nbsp;while maintaining a&nbsp; neutral spine . Keep the bar&nbsp; close to your body .","[""Execution Hinge at the hips: Push your&nbsp; hips backward , keeping a slight bend in the knees (soft knees). Lower the barbell&nbsp; along the front of your thighs/shins &nbsp;while maintaining a&nbsp; neutral spine . Keep the bar&nbsp; close to your body .""]","[]","[]","[]","wger"
"jhmJa9E","One-Arm Heavy Row","[""Dumbbell""]","[""Back""]","weight_reps","[""Lats""]","[]","[]","Execution Rowing phase (concentric): Pull the dumbbell&nbsp; toward your lower chest or waist , leading with your&nbsp; elbow . Keep your torso&nbsp; stable &nbsp;— avoid twisting or rotating your shoulders. Pause at the top and&nbsp; squeeze your lats .","[""Execution Rowing phase (concentric): Pull the dumbbell&nbsp; toward your lower chest or waist , leading with your&nbsp; elbow . Keep your torso&nbsp; stable &nbsp;\u2014 avoid twisting or rotating your shoulders. Pause at the top and&nbsp; squeeze your lats .""]","[]","[]","[]","wger"
"8yDhSCe","Jalón al pecho con agarre ancho","[]","[""Back""]","weight_reps","[""Lats"", ""Trapezius""]","[""Biceps"", ""Brachialis""]","[]","The lat pulldown is a pulling exercise that primarily targets the latissimus dorsi muscles (commonly known as “lats”) in your back. It involves pulling a cable bar or handle down towards your chest while seated on a machine specifically designed for this exercise. The lat pulldown is typically perfo","[""The lat pulldown is a pulling exercise that primarily targets the latissimus dorsi muscles (commonly known as \u201clats\u201d) in your back. It involves pulling a cable bar or handle down towards your chest while seated on a machine specifically designed for this exercise. The lat pulldown is typically performed with a wide grip, but can also be done with a narrow grip or underhand grip to target different muscle groups in the back and arms. It is a popular exercise for building upper body strength and improving posture.""]","[]","[]","[]","wger"
"PDahXtX","Patadas traseras","[""Bench"", ""Dumbbell""]","[""Arms""]","weight_reps","[""Triceps""]","[]","[]","The dumbbell kickback is a popular strength training exercise that targets the triceps muscles in the back of your upper arms. It helps strengthen and tone the triceps, contributing to overall arm strength and aesthetics. Among the exercises that work the arm muscles, kickback and its variations are","[""The dumbbell kickback is a popular strength training exercise that targets the triceps muscles in the back of your upper arms. It helps strengthen and tone the triceps, contributing to overall arm strength and aesthetics. Among the exercises that work the arm muscles, kickback and its variations are very effective. You can easily apply these exercises with dumbbells, cables or resistance bands.""]","[]","[]","[]","wger"
"DqY109r","Wide Pull Up","[""Pull-up bar""]","[""Back""]","weight_reps","[""Lats""]","[]","[]","The grip width for a wide grip pull-up is typically wider than shoulder-width apart, which means your hands will be positioned farther apart than they would be for a standard pull-up. This wider grip targets the latissimus dorsi muscles more effectively, making it an excellent exercise for building ","[""The grip width for a wide grip pull-up is typically wider than shoulder-width apart, which means your hands will be positioned farther apart than they would be for a standard pull-up. This wider grip targets the latissimus dorsi muscles more effectively, making it an excellent exercise for building upper body strength, particularly in the back muscles.""]","[]","[]","[]","wger"
"xftDTR3","Tuck L-sit","[""Bench""]","[""Abs""]","weight_reps","[""Abs""]","[""Brachialis"", ""Chest"", ""Quads"", ""Trapezius"", ""Triceps""]","[]","The tuck L-sit is a bodyweight hold where you support yourself on parallel bars, parallettes, or the floor with straight arms while pulling your knees toward your chest. Your hips stay lifted, your spine stays tall, and your feet hover off the ground. The goal is to keep your core tight, shoulders d","[""The tuck L-sit is a bodyweight hold where you support yourself on parallel bars, parallettes, or the floor with straight arms while pulling your knees toward your chest. Your hips stay lifted, your spine stays tall, and your feet hover off the ground. The goal is to keep your core tight, shoulders depressed, and arms locked out while maintaining the tucked position. It\u2019s a core-intensive, shoulder-stabilizing static hold often used as a progression toward the full L-sit.""]","[]","[]","[]","wger"
"FfPuT2D","Archer Pull Up","[]","[""Back""]","weight_reps","[""Lats""]","[""Biceps"", ""Trapezius""]","[]","An archer pull-up is an advanced bodyweight exercise that strengthens your back and biceps, serving as a progression towards a one-arm pull-up. It gets its name from the ""bow-drawing"" position your body takes at the top.Here's how to do it:1. Grip: Grasp a pull-up bar with a wider-than-shoulder-widt","[""An archer pull-up is an advanced bodyweight exercise that strengthens your back and biceps, serving as a progression towards a one-arm pull-up. It gets its name from the \""bow-drawing\"" position your body takes at the top.Here's how to do it:1. Grip: Grasp a pull-up bar with a wider-than-shoulder-width overhand grip.2. Starting Position: Hang with arms fully extended, engaging your core and keeping your shoulder blades pulled down.3. The Pull: Pull your body up towards one hand, similar to a regular pull-up. At the same time, extend the other arm out to the side, keeping it as straight as possible. Your chin should come towards the hand that is pulling.4. Hold &amp; Lower: Briefly hold the top position where one arm is bent and pulling, and the other is extended. Slowly lower yourself back to the starting position with control.5. Alternate: Repeat the movement, pulling up towards the opposite hand.The key to this exercise is to keep the assisting arm as straight as possible to maximise the load on the working arm. This makes it a challenging but effective exercise for unilateral pulling strength.""]","[]","[]","[]","wger"
"6MxWh04","Larsen Press","[""Barbell""]","[""Chest""]","weight_reps","[""Chest""]","[""Triceps""]","[]","Put your legs up on a separate Bench and press with no leg drive","[""Put your legs up on a separate Bench and press with no leg drive""]","[]","[]","[]","wger"
"Q2zoWL3","Bulgarian Squat with Dumbbells","[""Dumbbell""]","[""Legs""]","weight_reps","[""Glutes"", ""Quads""]","[""Hamstrings""]","[]","The Bulgarian split squat consists of performing a squat on one leg with the rear foot resting on a raised platform. Elevating your back leg on a bench creates instability and increases the range of motion of the exercise.","[""The Bulgarian split squat consists of performing a squat on one leg with the rear foot resting on a raised platform. Elevating your back leg on a bench creates instability and increases the range of motion of the exercise.""]","[]","[]","[]","wger"
"k8IKJBB","Stair Master","[""none (bodyweight exercise)""]","[""Cardio""]","cardio","[""Calves"", ""Glutes"", ""Hamstrings"", ""Quads""]","[]","[]","cardio and lower-body strength machine&nbsp;designed to simulate climbing stairs. It provides a&nbsp;low-impact, high-intensity workout&nbsp;that targets the legs, glutes, and core while improving cardiovascular endurance.","[""cardio and lower-body strength machine designed to simulate climbing stairs. It provides a low-impact, high-intensity workout that targets the legs, glutes, and core while improving cardiovascular endurance."", ""cardio and lower-body strength machine&nbsp;designed to simulate climbing stairs. It provides a&nbsp;low-impact, high-intensity workout&nbsp;that targets the legs, glutes, and core while improving cardiovascular endurance.""]","[]","[]","[]","wger,musclewiki"
"yn5LDID","Elevación lateral polea","[""Incline bench""]","[""Back""]","weight_reps","[""Shoulders""]","[]","[]","Lateral elevation unilateral using a polea&nbsp;","[""Lateral elevation unilateral using a polea&nbsp;""]","[]","[]","[]","wger"
"piLpO2J","Butchers Block Stretch","[""Bench""]","[""Shoulders""]","weight_reps","[""Lats""]","[""Trapezius""]","[]","Kneel down with the hands together Rest the elbows on a bench in front of you and lower the chest down Keep the elbows bent with good posture and hold","[""Kneel down with the hands together Rest the elbows on a bench in front of you and lower the chest down Keep the elbows bent with good posture and hold""]","[]","[]","[]","wger"
"M6ITD7X","Clap Push-UP","[""none (bodyweight exercise)""]","[""Chest""]","bodyweight","[""Chest""]","[""Shoulders"", ""Abs"", ""Triceps""]","[]","The clap push-up is an explosive upper body movement that builds power and fast-twitch muscle strength. It adds a plyometric challenge to the traditional push-up by requiring the hands to leave the ground mid-rep. Start in a strong push-up position with your hands slightly wider than shoulder-width ","[""The clap push-up is an explosive upper body movement that builds power and fast-twitch muscle strength. It adds a plyometric challenge to the traditional push-up by requiring the hands to leave the ground mid-rep. Start in a strong push-up position with your hands slightly wider than shoulder-width and core engaged Lower your body explosively and push off the ground with enough force to lift your hands. Quickly clap your hands together at chest level before returning them to the floor. Land with soft elbows to absorb the impact and immediately move into the next rep""]","[]","[]","[]","wger"
"H0DwVZg","Sleeper Stretch","[""none (bodyweight exercise)""]","[""Shoulders""]","bodyweight","[""Shoulders""]","[""Trapezius""]","[]","Lie on your side so that you are resting a little weight on your shoulder blade to keep it still Extend your arm to 90 degrees in front of you, resting on the floor/mat Lift your hand with your elbow so that your fingers point to the ceiling and your palm points towards your feet Keeping your elbow ","[""Lie on your side so that you are resting a little weight on your shoulder blade to keep it still Extend your arm to 90 degrees in front of you, resting on the floor/mat Lift your hand with your elbow so that your fingers point to the ceiling and your palm points towards your feet Keeping your elbow still, gently lower your palm toward the floor""]","[]","[]","[]","wger"
"QQy6JE9","Devil’s Press","[""Dumbbell""]","[""Shoulders""]","weight_reps","[""Shoulders"", ""Glutes"", ""Chest""]","[""Hamstrings"", ""Lats"", ""Obliquus externus abdominis"", ""Triceps""]","[]","The Devil’s Press is a hybrid movement combining a dumbbell burpee and a double dumbbell snatch. It’s a full-body, high-intensity exercise that develops strength, power, and metabolic conditioning.&nbsp; Start with a dumbbell in each hand and perform a burpee, letting your chest touch the ground whi","[""The Devil\u2019s Press is a hybrid movement combining a dumbbell burpee and a double dumbbell snatch. It\u2019s a full-body, high-intensity exercise that develops strength, power, and metabolic conditioning.&nbsp; Start with a dumbbell in each hand and perform a burpee, letting your chest touch the ground while holding the dumbbells. Explosively jump your feet forward and swing the dumbbells between your legs. Drive the dumbbells overhead in one continuous motion, locking out your arms. Lower the dumbbells with control to return to the starting position and repeat""]","[]","[]","[]","wger"
"PRB7LKa","Bird Dog","[""none (bodyweight exercise)""]","[""Abs""]","bodyweight","[""Abs""]","[""Shoulders"", ""Glutes""]","[]","The Bird Dog is a core stability exercise that enhances balance, coordination, and spinal alignment. It’s a low-impact movement ideal for strengthening the posterior chain and improving overall functional control. Begin on all fours with hands under shoulders and knees under hips, keeping your spine","[""The Bird Dog is a core stability exercise that enhances balance, coordination, and spinal alignment. It\u2019s a low-impact movement ideal for strengthening the posterior chain and improving overall functional control. Begin on all fours with hands under shoulders and knees under hips, keeping your spine neutral.&nbsp; Extend your right arm forward and left leg backward simultaneously, keeping hips square.&nbsp; Pause briefly at full extension while engaging your core and glutes.&nbsp; Return to the starting position and repeat on the opposite side""]","[]","[]","[]","wger"
"jYgTVu0","Ab wheel","[""none (bodyweight exercise)""]","[""Abs""]","bodyweight","[""Abs""]","[""Obliquus externus abdominis"", ""Serratus anterior""]","[]","Starting Position : Kneel on the floor with the ab wheel in front of you. Grip the Wheel : Hold the handles firmly. Roll Out : Slowly roll the wheel forward, extending your body while keeping your core tight. Return : Pull the wheel back towards your knees, maintaining tension in your core.","[""Starting Position : Kneel on the floor with the ab wheel in front of you. Grip the Wheel : Hold the handles firmly. Roll Out : Slowly roll the wheel forward, extending your body while keeping your core tight. Return : Pull the wheel back towards your knees, maintaining tension in your core.""]","[]","[]","[]","wger"
"jRuJFEP","Schwimmen","[]","[""Cardio""]","cardio","[]","[]","[]","800m Schwimmen in 20 Minuten","[""800m Schwimmen in 20 Minuten""]","[]","[]","[]","wger"
"zfixQxj","Standing Dowel Shoulder press","[""Barbell""]","[""Shoulders""]","weight_reps","[]","[]","[]","Mobility - prone dowel press or standing dowel shoulder press alternating between front andback","[""Mobility - prone dowel press or standing dowel shoulder press alternating between front andback""]","[]","[]","[]","wger"
"9wweXUj","Snap Down","[]","[""Legs""]","weight_reps","[""Hamstrings"", ""Glutes"", ""Quads""]","[""Calves"", ""Abs""]","[]","Begin in a standing position with your arms up over your head and your toes pushing into the ground raising your heels up becoming as tall as you can. From this position, perform a small hop with both feet slightly coming off of the ground. As you land, bend your knees and begin to hinge forward at ","[""Begin in a standing position with your arms up over your head and your toes pushing into the ground raising your heels up becoming as tall as you can. From this position, perform a small hop with both feet slightly coming off of the ground. As you land, bend your knees and begin to hinge forward at your hips absorbing the landing. Return to the starting position and repeat.&nbsp; You should feel the muscles in your lower body working.&nbsp; Start with your arms and knees fully straightened out. Keep a stable balance as you land and briefly hold that end position, don\u2019t go too fast and become off balanced. Keep your chest up.&nbsp; For a detailed video on landing mechanics, click here: https://youtu.be/RThUCYRDyZw""]","[]","[]","[]","wger"
"UaztAca","Bretzel stretch","[]","[""Back""]","weight_reps","[""Glutes""]","[""Hamstrings"", ""Lats"", ""Chest""]","[]","How to Perform the Bretzel Stretch&nbsp; &nbsp; Starting Position:&nbsp; &nbsp; &nbsp; &nbsp; Lie on your back on a flat surface, such as a mat.&nbsp; &nbsp; &nbsp; &nbsp; Bend your knees and place your feet flat on the ground.&nbsp; &nbsp; Leg Positioning:&nbsp; &nbsp; &nbsp; &nbsp; Lift your right","[""How to Perform the Bretzel Stretch&nbsp; &nbsp; Starting Position:&nbsp; &nbsp; &nbsp; &nbsp; Lie on your back on a flat surface, such as a mat.&nbsp; &nbsp; &nbsp; &nbsp; Bend your knees and place your feet flat on the ground.&nbsp; &nbsp; Leg Positioning:&nbsp; &nbsp; &nbsp; &nbsp; Lift your right leg and cross it over your left leg, placing your right foot on the outside of your left knee.&nbsp; &nbsp; &nbsp; &nbsp; Your left leg should remain flat on the ground.&nbsp; &nbsp; Arm Positioning:&nbsp; &nbsp; &nbsp; &nbsp; Extend your left arm out to the side at shoulder height, keeping it straight.&nbsp; &nbsp; &nbsp; &nbsp; Use your right hand to gently pull your right knee towards the floor on the left side of your body.&nbsp; &nbsp; Stretching:&nbsp; &nbsp; &nbsp; &nbsp; As you pull your knee down, try to keep your left shoulder flat on the ground.&nbsp; &nbsp; &nbsp; &nbsp; You should feel a stretch in your hip, lower back, and possibly your chest.&nbsp; &nbsp; Hold the Position:&nbsp; &nbsp; &nbsp; &nbsp; Maintain this position for 20-30 seconds, breathing deeply and relaxing into the stretch.&nbsp; &nbsp; &nbsp; &nbsp; Switch sides and repeat the process.""]","[]","[]","[]","wger"
